no,ipsl_id,facility,ward,subcounty,county,mfl_code,orgunitid,support_period,programs,mechanism_name,attribution_id
29,18105,Oruba dispensary,Oruba Ward,Suna West Sub County,Migori County,22093,13213,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
30,18104,Migori T T C Dispensary,Oruba Ward,Suna West Sub County,Migori County,13806,14677,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
31,18103,Ladopharma Medical Centre,Oruba Ward,Suna West Sub County,Migori County,18898,14718,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
32,18102,St Joseph Mission Hospital,Suna central Ward,Suna East Sub County,Migori County,14110,7450,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
33,18101,Ondong Dispensary,Suna central Ward,Suna East Sub County,Migori County,16277,5086,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
34,18100,Migori Health Station Clinic,Suna central Ward,Suna East Sub County,Migori County,17737,7468,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
35,18099,Migori County Referal Hospital,Suna central Ward,Suna East Sub County,Migori County,13805,2498,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
36,18098,Migori County Beyond Zero Clinic,Suna central Ward,Suna East Sub County,Migori County,21776,13104,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
37,18097,Midoti Dispensary,Suna central Ward,Suna East Sub County,Migori County,13804,3087,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
38,18096,GK Prison Dispensary (Migori),Suna central Ward,Suna East Sub County,Migori County,17728,14608,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
39,18095,Suna Rabuor Dispensary,Kwa Ward,Suna East Sub County,Migori County,14135,2523,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
40,18094,Ogwedhi Health Centre,Kwa Ward,Suna East Sub County,Migori County,13969,12407,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
41,18093,Saro Dispensary,Kakrao Ward,Suna East Sub County,Migori County,14069,3088,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
42,18092,Nyarongi Dispensary,Kakrao Ward,Suna East Sub County,Migori County,13940,7545,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
43,18091,Anjego Dispensary,Kakrao Ward,Suna East Sub County,Migori County,13480,14795,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
44,18090,Osingo Dispensary,God jope Ward,Suna East Sub County,Migori County,13996,7785,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
45,18089,God Jope Dispensary,God jope Ward,Suna East Sub County,Migori County,13582,2502,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
46,18088,Ongo Health Centre,South kamagambo Ward,Rongo Sub County,Migori County,13989,8379,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
47,18087,Kitere Dispensary,South kamagambo Ward,Rongo Sub County,Migori County,17341,1367,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
48,18086,Ndege Oriedo Dispensary,North kamagambo Ward,Rongo Sub County,Migori County,17345,5785,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
49,18085,Minyenya Dispensary,North kamagambo Ward,Rongo Sub County,Migori County,13809,8289,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
50,18084,Verna Health Centre,East kamagambo Ward,Rongo Sub County,Migori County,14166,2324,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
51,18083,Ngodhe Dispensary,East kamagambo Ward,Rongo Sub County,Migori County,13853,8279,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
52,18082,Ngere Dispensary,East kamagambo Ward,Rongo Sub County,Migori County,13850,2323,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
53,18081,Kochola Dispensary,East kamagambo Ward,Rongo Sub County,Migori County,20134,2322,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
54,18080,Kangeso Dispensary,East kamagambo Ward,Rongo Sub County,Migori County,22980,2061207,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
55,18079,Royal Nursing Home,Central Kamagambo Ward,Rongo Sub County,Migori County,14061,2402,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
56,18078,Rongo Sub County Hospital,Central Kamagambo Ward,Rongo Sub County,Migori County,14058,2367,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
57,18077,Rongo University College Clinic,South kamagambo Ward,Rongo Sub County,Migori County,20647,11452,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
58,18076,Hoplan Medical Center,South kamagambo Ward,Rongo Sub County,Migori County,23761,2085632,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
59,18075,Thim Lich Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,16278,2272,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
60,18074,Ndiwa Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13844,3140,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
61,18073,Lwanda Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13741,2221,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
62,18072,Kituka Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13706,7590,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
63,18071,Kabuto Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13639,2271,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
64,18070,Diruma Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,16268,2168,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
65,18069,Agenga Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13467,10348,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
66,18068,Winjo Dispensary,Muhuru Ward,Nyatike Sub County,Migori County,14173,2286,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
67,18067,Muhuru Sub-County Hospital,Muhuru Ward,Nyatike Sub County,Migori County,13833,3106,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
68,18066,Mugabo Dispensary,Muhuru Ward,Nyatike Sub County,Migori County,16272,2248,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
69,18065,Mama Maria Clinic,Muhuru Ward,Nyatike Sub County,Migori County,13765,7451,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
70,18064,Kumoni Dispensary,Muhuru Ward,Nyatike Sub County,Migori County,16271,4907,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
71,18063,Wath Onger Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,14170,2222,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
72,18062,Ogongo Community Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,20960,2274,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
73,18061,Namba Kodero Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,16273,2273,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
74,18060,Macalder Sub-County Hospital,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,13745,14719,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
75,18059,Macalder Mission Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,13744,7592,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
76,18058,Kombato Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,16270,7591,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
77,18057,Kadem Tb & Leprosy Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,13640,2185,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
78,18056,Riat Dispensary (Migori),Kanyasa Ward,Nyatike Sub County,Migori County,14047,1319,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
79,18055,Otati Dispensary,Kanyasa Ward,Nyatike Sub County,Migori County,13999,1313,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
80,18054,Obware Dispensary,Kanyasa Ward,Nyatike Sub County,Migori County,20568,1318,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
81,18053,Ng'Imalo Dispensary,Kanyasa Ward,Nyatike Sub County,Migori County,16274,9597,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
82,18052,Kipingi Dispensary,Kanyasa Ward,Nyatike Sub County,Migori County,16269,5087,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
83,18051,Olasi Dispensary,Kaler Ward,Nyatike Sub County,Migori County,13975,7165,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
84,18050,Ochuna Dispensary,Kaler Ward,Nyatike Sub County,Migori County,13959,7384,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
85,18049,Kanga Onditi Dispensary,Kaler Ward,Nyatike Sub County,Migori County,21395,1526,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
86,18048,Bande Dispensary,Kaler Ward,Nyatike Sub County,Migori County,13494,14701,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
87,18047,St Camillus Mission Hospital,Kachieng' Ward,Nyatike Sub County,Migori County,14103,2220,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
88,18046,Sori Lakeside Nursing and Maternity Home,Kachieng' Ward,Nyatike Sub County,Migori County,14098,7937,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
89,18045,Nyamanga Dispensary,Kachieng' Ward,Nyatike Sub County,Migori County,13896,2219,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
90,18044,Karungu Sub-County Hospital,Kachieng' Ward,Nyatike Sub County,Migori County,13656,8011,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
91,18043,Yago Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,16279,2142,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
92,18042,Othoch Rakuom Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,14001,7555,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
93,18041,Nyandago Koweru Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,13919,7518,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
94,18040,Nyakurungoto Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,16275,3089,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
95,18039,Matoso Health Clinic,Got kachola Ward,Nyatike Sub County,Migori County,13793,7589,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
96,18038,Got Kachola Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,19928,3776,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
97,18037,Aneko Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,13478,5475,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
98,18036,Frontal Medical Clinic,Muhuru Ward,Nyatike Sub County,Migori County,23586,2161383,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
99,18035,Sori Lakeside Hospital Annex-Nyatike,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,23674,2161496,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
100,18034,Samjomen Nursing Home,Tagare Ward,Kuria West Sub County,Migori County,21427,289904,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
101,18033,Nyankore Health Center,Tagare Ward,Kuria West Sub County,Migori County,21101,9980,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
102,18032,Nyangoge Health Centre,Tagare Ward,Kuria West Sub County,Migori County,13927,7263,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
103,18031,Ngisiru Dispensary,Tagare Ward,Kuria West Sub County,Migori County,13851,11454,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
104,18030,Bugumbe Health Centre,Tagare Ward,Kuria West Sub County,Migori County,13517,10649,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
105,18029,Motemorabu Dispensary,NYANMOSENSE/KOMOSO Ward,Kuria West Sub County,Migori County,13824,7239,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
106,18028,Komosoko Dispensary,NYANMOSENSE/KOMOSO Ward,Kuria West Sub County,Migori County,13716,12980,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
107,18027,Isibania Mission Health Centre,NYANMOSENSE/KOMOSO Ward,Kuria West Sub County,Migori County,13624,3062,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
108,18026,Iraha Dispensary,NYANMOSENSE/KOMOSO Ward,Kuria West Sub County,Migori County,13619,7289,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
109,18025,Getongoroma Dispensary,NYANMOSENSE/KOMOSO Ward,Kuria West Sub County,Migori County,13569,14127,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
110,18024,Nyasese Dispensary,Mokerero Ward,Kuria West Sub County,Migori County,13941,7211,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
111,18023,Nyametaburo Health Centre,Mokerero Ward,Kuria West Sub County,Migori County,13909,7116,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
112,18022,Muchebe Dispensary,Mokerero Ward,Kuria West Sub County,Migori County,13830,7241,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
113,18021,Nyamekongoroto Health Centre,Masaba Ward,Kuria West Sub County,Migori County,13907,7315,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
114,18020,Mogori-Komasimo Health Centre,Masaba Ward,Kuria West Sub County,Migori County,16721,14158,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
115,18019,Masaba Health Centre,Masaba Ward,Kuria West Sub County,Migori County,13779,14217,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
116,18018,Kombe Dispensary,Masaba Ward,Kuria West Sub County,Migori County,13713,3086,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
117,18017,Kohanga Dispensary,Masaba Ward,Kuria West Sub County,Migori County,21102,3493,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
118,18016,Isibania Sub-District Hospital,Isibania Ward,Kuria West Sub County,Migori County,13625,13408,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
119,18015,Taranganya Dispensary,Bukira east Ward,Kuria West Sub County,Migori County,14144,10680,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
120,18014,St Kizito Health Centre,Bukira east Ward,Kuria West Sub County,Migori County,14114,3987,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
121,18013,Metropolitan Medical Clinic - Kehancha,Bukira east Ward,Kuria West Sub County,Migori County,20200,7237,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
122,18012,Kuria District Hospital,Bukira east Ward,Kuria West Sub County,Migori County,13726,14088,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
123,18011,Huduma Clinic,Bukira east Ward,Kuria West Sub County,Migori County,13610,7235,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
124,18010,Robarisia Dispensary,Bukira central/ikerege Ward,Kuria West Sub County,Migori County,21424,9000,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
125,18009,Nyabokarange Dispensary,Bukira central/ikerege Ward,Kuria West Sub County,Migori County,13862,14195,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
126,18008,Komomange Dispensary,Bukira central/ikerege Ward,Kuria West Sub County,Migori County,13715,13907,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
127,18007,Ladopharma Medical Center,Bukira east Ward,Kuria West Sub County,Migori County,20228,12308,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
128,18006,Ikerege Medical Centre,Bukira east Ward,Kuria West Sub County,Migori County,2351,2170740,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
129,18005,Nyaroha Dispensary,Nyabasi west Ward,Kuria East Sub County,Migori County,22121,3494,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
130,18004,Nyaitara Dispensary,Nyabasi west Ward,Kuria East Sub County,Migori County,16666,7238,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
131,18003,Mother Solbritt Health Centre,Nyabasi west Ward,Kuria East Sub County,Migori County,21467,5177,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
132,18002,Maeta Dispensary,Nyabasi west Ward,Kuria East Sub County,Migori County,22113,3460,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
133,18001,Komotobo Mission Health Centre,Nyabasi west Ward,Kuria East Sub County,Migori County,13717,3037,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
134,18000,Kemakoba Dispensary,Nyabasi west Ward,Kuria East Sub County,Migori County,20247,6803,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
135,17999,Kebaroti Dispensary,Nyabasi west Ward,Kuria East Sub County,Migori County,13659,12377,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
136,17998,Chinato Health Centre,Nyabasi west Ward,Kuria East Sub County,Migori County,13526,4808,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
137,17997,Nyamagongwi Dispensary,Nyabasi east Ward,Kuria East Sub County,Migori County,22110,3409,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
138,17996,Kugitimo Health Centre,Nyabasi east Ward,Kuria East Sub County,Migori County,13723,7156,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
139,17995,Kegonga Sub County Hospital,Nyabasi east Ward,Kuria East Sub County,Migori County,13663,7093,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
140,17994,Girigiri Dispensary,Nyabasi east Ward,Kuria East Sub County,Migori County,16665,6653,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
141,17993,Getongoroma Health Centre,Nyabasi east Ward,Kuria East Sub County,Migori County,13570,10409,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
142,17992,Nyametembe Dispensary,Ntimaru west Ward,Kuria East Sub County,Migori County,13910,6583,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
143,17991,Ntimaru Sub County Hospital,Ntimaru west Ward,Kuria East Sub County,Migori County,13858,6608,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
144,17990,Matare SDA Mission Dispensary,Ntimaru west Ward,Kuria East Sub County,Migori County,13788,6676,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
145,17989,Makararangwe Dispensary,Ntimaru west Ward,Kuria East Sub County,Migori County,13758,6580,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
146,17988,Gwitembe Health Centre,Ntimaru west Ward,Kuria East Sub County,Migori County,13597,13752,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
147,17987,Gairoro Dispensary,Ntimaru west Ward,Kuria East Sub County,Migori County,13556,14029,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
148,17986,Taragai Dispensary,Ntimaru east Ward,Kuria East Sub County,Migori County,14143,6998,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
149,17985,Siabai/Makonge Dispensary,Ntimaru east Ward,Kuria East Sub County,Migori County,14079,6606,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
150,17984,Tisinye Health Centre,Gokeharaka/getambwega Ward,Kuria East Sub County,Migori County,14149,13900,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
151,17983,Nyamaranya Dispensary,Gokeharaka/getambwega Ward,Kuria East Sub County,Migori County,13898,7092,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
152,17982,Gosebe Dispensary,Gokeharaka/getambwega Ward,Kuria East Sub County,Migori County,20959,13779,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
153,17981,Getambwega Dispensary,Gokeharaka/getambwega Ward,Kuria East Sub County,Migori County,13565,7070,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
154,17980,Siruti Dispensary,West sakwa Ward,Awendo Sub County,Migori County,17051,7762,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
155,17979,Rabondo Dispensary,West sakwa Ward,Awendo Sub County,Migori County,14019,3139,2019Q1,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
