no,ipsl_id,facility,ward,subcounty,county,mfl_code,orgunitid,support_period,programs,mechanism_name,attribution_id
31,20616,Piny Owacho Dispensary,Central kanyamkago Ward,Uriri Sub County,Migori County,17343,7660,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
32,20615,Omulo Dispensary,Central kanyamkago Ward,Uriri Sub County,Migori County,20067,11207,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
33,20614,Ombo Kowiti Dispensary,Central kanyamkago Ward,Uriri Sub County,Migori County,17039,7659,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
34,20613,St. Paul's Dawa Medical Clinic,Central kanyamkago Ward,Uriri Sub County,Migori County,23290,2171111,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
35,20612,Neo care Memorial Hospital,South kanyamkago Ward,Uriri Sub County,Migori County,23755,2170987,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
36,20611,magacha dispensary,Wiga Ward,Suna West Sub County,Migori County,22092,13240,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
37,20610,God Kwer Dispensary,Wiga Ward,Suna West Sub County,Migori County,13583,12382,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
38,20609,Arombe Dispensary,Wiga Ward,Suna West Sub County,Migori County,13486,2138,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
39,20608,Nyamaraga Sub County Hospital,Wasimbete Ward,Suna West Sub County,Migori County,13897,7383,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
40,20607,Bondo Dispensary,Waseweta ii Ward,Suna West Sub County,Migori County,21191,4365,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
41,20606,Giribe Dispensary,Wasimbete Ward,Suna West Sub County,Migori County,13576,2720,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
42,20605,Nyamilu Dispensary,Waseweta ii Ward,Suna West Sub County,Migori County,21192,2495,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
43,20604,Masaria Dispensary,Wasimbete Ward,Suna West Sub County,Migori County,21193,4655,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
44,20603,Suna Ragana Dispensary,Oruba Ward,Suna West Sub County,Migori County,14136,7368,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
45,20602,St Akidiva Memorial Hospital,Waseweta ii Ward,Suna West Sub County,Migori County,14101,5206,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
46,20601,Pastor Machage Memorial Hospital,Oruba Ward,Suna West Sub County,Migori County,14014,7394,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
47,20600,Oruba dispensary,Oruba Ward,Suna West Sub County,Migori County,22093,13213,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
48,20599,Migori T T C Dispensary,Oruba Ward,Suna West Sub County,Migori County,13806,14677,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
49,20598,Ladopharma Medical Centre,Oruba Ward,Suna West Sub County,Migori County,18898,14718,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
50,20597,St Joseph Mission Hospital,Suna central Ward,Suna East Sub County,Migori County,14110,7450,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
51,20596,Ondong Dispensary,Suna central Ward,Suna East Sub County,Migori County,16277,5086,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
52,20595,Migori Health Station Clinic,Suna central Ward,Suna East Sub County,Migori County,17737,7468,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
53,20594,Migori County Referal Hospital,Suna central Ward,Suna East Sub County,Migori County,13805,2498,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
54,20593,Migori County Beyond Zero Clinic,Suna central Ward,Suna East Sub County,Migori County,21776,13104,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
55,20592,Midoti Dispensary,Suna central Ward,Suna East Sub County,Migori County,13804,3087,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
56,20591,GK Prison Dispensary (Migori),Suna central Ward,Suna East Sub County,Migori County,17728,14608,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
57,20590,Suna Rabuor Dispensary,Kwa Ward,Suna East Sub County,Migori County,14135,2523,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
58,20589,Ogwedhi Health Centre,Kwa Ward,Suna East Sub County,Migori County,13969,12407,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
59,20588,Saro Dispensary,Kakrao Ward,Suna East Sub County,Migori County,14069,3088,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
60,20587,Nyarongi Dispensary,Kakrao Ward,Suna East Sub County,Migori County,13940,7545,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
61,20586,Anjego Dispensary,Kakrao Ward,Suna East Sub County,Migori County,13480,14795,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
62,20585,Osingo Dispensary,God jope Ward,Suna East Sub County,Migori County,13996,7785,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
63,20584,God Jope Dispensary,God jope Ward,Suna East Sub County,Migori County,13582,2502,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
64,20583,Ongo Health Centre,South kamagambo Ward,Rongo Sub County,Migori County,13989,8379,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
65,20582,Kitere Dispensary,South kamagambo Ward,Rongo Sub County,Migori County,17341,1367,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
66,20581,Ndege Oriedo Dispensary,North kamagambo Ward,Rongo Sub County,Migori County,17345,5785,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
67,20580,Minyenya Dispensary,North kamagambo Ward,Rongo Sub County,Migori County,13809,8289,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
68,20579,Verna Health Centre,East kamagambo Ward,Rongo Sub County,Migori County,14166,2324,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
69,20578,Ngodhe Dispensary,East kamagambo Ward,Rongo Sub County,Migori County,13853,8279,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
70,20577,Ngere Dispensary,East kamagambo Ward,Rongo Sub County,Migori County,13850,2323,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
71,20576,Kochola Dispensary,East kamagambo Ward,Rongo Sub County,Migori County,20134,2322,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
72,20575,Kangeso Dispensary,East kamagambo Ward,Rongo Sub County,Migori County,22980,2061207,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
73,20574,Royal Nursing Home,Central Kamagambo Ward,Rongo Sub County,Migori County,14061,2402,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
74,20573,Rongo Sub County Hospital,Central Kamagambo Ward,Rongo Sub County,Migori County,14058,2367,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
75,20572,Rongo University College Clinic,South kamagambo Ward,Rongo Sub County,Migori County,20647,11452,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
76,20571,Hoplan Medical Center,South kamagambo Ward,Rongo Sub County,Migori County,23761,2085632,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
77,20570,Thim Lich Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,16278,2272,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
78,20569,Ndiwa Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13844,3140,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
79,20568,Lwanda Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13741,2221,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
80,20567,Kituka Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13706,7590,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
81,20566,Kabuto Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13639,2271,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
82,20565,Diruma Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,16268,2168,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
83,20564,Agenga Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13467,10348,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
84,20563,Winjo Dispensary,Muhuru Ward,Nyatike Sub County,Migori County,14173,2286,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
85,20562,Muhuru Sub-County Hospital,Muhuru Ward,Nyatike Sub County,Migori County,13833,3106,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
86,20561,Mugabo Dispensary,Muhuru Ward,Nyatike Sub County,Migori County,16272,2248,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
87,20560,Mama Maria Clinic,Muhuru Ward,Nyatike Sub County,Migori County,13765,7451,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
88,20559,Kumoni Dispensary,Muhuru Ward,Nyatike Sub County,Migori County,16271,4907,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
89,20558,Wath Onger Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,14170,2222,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
90,20557,Ogongo Community Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,20960,2274,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
91,20556,Namba Kodero Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,16273,2273,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
92,20555,Macalder Sub-County Hospital,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,13745,14719,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
93,20554,Macalder Mission Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,13744,7592,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
94,20553,Kombato Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,16270,7591,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
95,20552,Kadem Tb & Leprosy Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,13640,2185,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
96,20551,Riat Dispensary (Migori),Kanyasa Ward,Nyatike Sub County,Migori County,14047,1319,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
97,20550,Otati Dispensary,Kanyasa Ward,Nyatike Sub County,Migori County,13999,1313,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
98,20549,Obware Dispensary,Kanyasa Ward,Nyatike Sub County,Migori County,20568,1318,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
99,20548,Ng'Imalo Dispensary,Kanyasa Ward,Nyatike Sub County,Migori County,16274,9597,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
100,20547,Kipingi Dispensary,Kanyasa Ward,Nyatike Sub County,Migori County,16269,5087,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
101,20546,Olasi Dispensary,Kaler Ward,Nyatike Sub County,Migori County,13975,7165,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
102,20545,Ochuna Dispensary,Kaler Ward,Nyatike Sub County,Migori County,13959,7384,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
103,20544,Kanga Onditi Dispensary,Kaler Ward,Nyatike Sub County,Migori County,21395,1526,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
104,20543,Bande Dispensary,Kaler Ward,Nyatike Sub County,Migori County,13494,14701,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
105,20542,St Camillus Mission Hospital,Kachieng' Ward,Nyatike Sub County,Migori County,14103,2220,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
106,20541,Sori Lakeside Nursing and Maternity Home,Kachieng' Ward,Nyatike Sub County,Migori County,14098,7937,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
107,20540,Nyamanga Dispensary,Kachieng' Ward,Nyatike Sub County,Migori County,13896,2219,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
108,20539,Karungu Sub-County Hospital,Kachieng' Ward,Nyatike Sub County,Migori County,13656,8011,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
109,20538,Yago Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,16279,2142,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
110,20537,Othoch Rakuom Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,14001,7555,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
111,20536,Nyandago Koweru Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,13919,7518,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
112,20535,Nyakurungoto Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,16275,3089,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
113,20534,Matoso Health Clinic,Got kachola Ward,Nyatike Sub County,Migori County,13793,7589,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
114,20533,Got Kachola Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,19928,3776,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
115,20532,Aneko Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,13478,5475,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
116,20531,Frontal Medical Clinic,Muhuru Ward,Nyatike Sub County,Migori County,23586,2161383,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
117,20530,Sori Lakeside Hospital Annex-Nyatike,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,23674,2161496,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
118,20529,Samjomen Nursing Home,Tagare Ward,Kuria West Sub County,Migori County,21427,289904,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
119,20528,Nyankore Health Center,Tagare Ward,Kuria West Sub County,Migori County,21101,9980,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
120,20527,Nyangoge Health Centre,Tagare Ward,Kuria West Sub County,Migori County,13927,7263,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
121,20526,Ngisiru Dispensary,Tagare Ward,Kuria West Sub County,Migori County,13851,11454,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
122,20525,Bugumbe Health Centre,Tagare Ward,Kuria West Sub County,Migori County,13517,10649,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
123,20524,Motemorabu Dispensary,NYANMOSENSE/KOMOSO Ward,Kuria West Sub County,Migori County,13824,7239,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
124,20523,Komosoko Dispensary,NYANMOSENSE/KOMOSO Ward,Kuria West Sub County,Migori County,13716,12980,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
125,20522,Isibania Mission Health Centre,NYANMOSENSE/KOMOSO Ward,Kuria West Sub County,Migori County,13624,3062,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
126,20521,Iraha Dispensary,NYANMOSENSE/KOMOSO Ward,Kuria West Sub County,Migori County,13619,7289,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
127,20520,Getongoroma Dispensary,NYANMOSENSE/KOMOSO Ward,Kuria West Sub County,Migori County,13569,14127,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
128,20519,Nyasese Dispensary,Mokerero Ward,Kuria West Sub County,Migori County,13941,7211,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
129,20518,Nyametaburo Health Centre,Mokerero Ward,Kuria West Sub County,Migori County,13909,7116,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
130,20517,Muchebe Dispensary,Mokerero Ward,Kuria West Sub County,Migori County,13830,7241,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
131,20516,Nyamekongoroto Health Centre,Masaba Ward,Kuria West Sub County,Migori County,13907,7315,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
132,20515,Mogori-Komasimo Health Centre,Masaba Ward,Kuria West Sub County,Migori County,16721,14158,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
133,20514,Masaba Health Centre,Masaba Ward,Kuria West Sub County,Migori County,13779,14217,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
134,20513,Kombe Dispensary,Masaba Ward,Kuria West Sub County,Migori County,13713,3086,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
135,20512,Kohanga Dispensary,Masaba Ward,Kuria West Sub County,Migori County,21102,3493,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
136,20511,Isibania Sub-District Hospital,Isibania Ward,Kuria West Sub County,Migori County,13625,13408,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
137,20510,Taranganya Dispensary,Bukira east Ward,Kuria West Sub County,Migori County,14144,10680,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
138,20509,St Kizito Health Centre,Bukira east Ward,Kuria West Sub County,Migori County,14114,3987,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
139,20508,Metropolitan Medical Clinic - Kehancha,Bukira east Ward,Kuria West Sub County,Migori County,20200,7237,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
140,20507,Kuria District Hospital,Bukira east Ward,Kuria West Sub County,Migori County,13726,14088,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
141,21026,Sigoti Health Centre,South east nyakach Ward,Nyakach Sub County,Kisumu County,14086,9337,2019Q2,"FPRH, MCH, Training",Afya Halisi,2081099
142,20506,Huduma Clinic,Bukira east Ward,Kuria West Sub County,Migori County,13610,7235,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
143,20505,Robarisia Dispensary,Bukira central/ikerege Ward,Kuria West Sub County,Migori County,21424,9000,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
144,20504,Nyabokarange Dispensary,Bukira central/ikerege Ward,Kuria West Sub County,Migori County,13862,14195,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
145,20503,Komomange Dispensary,Bukira central/ikerege Ward,Kuria West Sub County,Migori County,13715,13907,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
146,20502,Ladopharma Medical Center,Bukira east Ward,Kuria West Sub County,Migori County,20228,12308,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
147,20501,Ikerege Medical Centre,Bukira east Ward,Kuria West Sub County,Migori County,2351,2170740,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
148,20500,Nyaroha Dispensary,Nyabasi west Ward,Kuria East Sub County,Migori County,22121,3494,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
149,20499,Nyaitara Dispensary,Nyabasi west Ward,Kuria East Sub County,Migori County,16666,7238,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
150,20498,Mother Solbritt Health Centre,Nyabasi west Ward,Kuria East Sub County,Migori County,21467,5177,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
151,20497,Maeta Dispensary,Nyabasi west Ward,Kuria East Sub County,Migori County,22113,3460,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
152,20496,Komotobo Mission Health Centre,Nyabasi west Ward,Kuria East Sub County,Migori County,13717,3037,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
153,20495,Kemakoba Dispensary,Nyabasi west Ward,Kuria East Sub County,Migori County,20247,6803,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
154,20494,Kebaroti Dispensary,Nyabasi west Ward,Kuria East Sub County,Migori County,13659,12377,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
155,20493,Chinato Health Centre,Nyabasi west Ward,Kuria East Sub County,Migori County,13526,4808,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
156,20492,Nyamagongwi Dispensary,Nyabasi east Ward,Kuria East Sub County,Migori County,22110,3409,2019Q2,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
