no,ipsl_id,facility,ward,subcounty,county,mfl_code,orgunitid,support_period,programs,mechanism_name,attribution_id
15,23129,Midida Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,17342,7664,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
16,23128,LELA Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,20384,7688,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
17,23127,Nyasoko Dispensary,South kanyamkago Ward,Uriri Sub County,Migori County,20075,1836,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
18,23126,Lwala Dispensary,South kanyamkago Ward,Uriri Sub County,Migori County,20385,7680,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
19,23125,Kolwal Dispensary,South kanyamkago Ward,Uriri Sub County,Migori County,17344,7586,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
20,23124,Kamsaki Dispensary,South kanyamkago Ward,Uriri Sub County,Migori County,21411,4927,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
21,23123,Bware Health Center,South kanyamkago Ward,Uriri Sub County,Migori County,13519,4630,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
22,23122,Wangiya dispensary,North kanyamkago Ward,Uriri Sub County,Migori County,20074,4953,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
23,23121,St Monica Rapogi Health Centre,North kanyamkago Ward,Uriri Sub County,Migori County,14121,7663,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
24,23120,Othoro Sub County Hospital,North kanyamkago Ward,Uriri Sub County,Migori County,14003,7784,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
25,23119,Ongito Dispensary,North kanyamkago Ward,Uriri Sub County,Migori County,13988,7640,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
26,23118,Nyamasare Dispensary,North kanyamkago Ward,Uriri Sub County,Migori County,13900,7884,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
27,23117,Koloo Dispensary,North kanyamkago Ward,Uriri Sub County,Migori County,17038,7734,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
28,23116,Thim Jope Dispensary,East Kanyamkago Ward,Uriri Sub County,Migori County,20073,6721,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
29,23115,Oyani Sub County Hospital,East Kanyamkago Ward,Uriri Sub County,Migori County,14009,7494,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
30,23114,Uriri Sub County Hospital,Central kanyamkago Ward,Uriri Sub County,Migori County,14161,3858,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
31,23113,Piny Owacho Dispensary,Central kanyamkago Ward,Uriri Sub County,Migori County,17343,7660,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
32,23112,Omulo Dispensary,Central kanyamkago Ward,Uriri Sub County,Migori County,20067,11207,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
33,23111,Ombo Kowiti Dispensary,Central kanyamkago Ward,Uriri Sub County,Migori County,17039,7659,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
34,23110,St. Paul's Dawa Medical Clinic,Central kanyamkago Ward,Uriri Sub County,Migori County,23290,2171111,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
35,23109,Neo care Memorial Hospital,South kanyamkago Ward,Uriri Sub County,Migori County,23755,2170987,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
36,23108,magacha dispensary,Wiga Ward,Suna West Sub County,Migori County,22092,13240,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
37,23107,God Kwer Dispensary,Wiga Ward,Suna West Sub County,Migori County,13583,12382,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
38,23106,Arombe Dispensary,Wiga Ward,Suna West Sub County,Migori County,13486,2138,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
39,23105,Nyamaraga Sub County Hospital,Wasimbete Ward,Suna West Sub County,Migori County,13897,7383,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
40,23104,Bondo Dispensary,Waseweta ii Ward,Suna West Sub County,Migori County,21191,4365,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
41,23103,Giribe Dispensary,Wasimbete Ward,Suna West Sub County,Migori County,13576,2720,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
42,23102,Nyamilu Dispensary,Waseweta ii Ward,Suna West Sub County,Migori County,21192,2495,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
43,23101,Masaria Dispensary,Wasimbete Ward,Suna West Sub County,Migori County,21193,4655,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
44,23100,Suna Ragana Dispensary,Oruba Ward,Suna West Sub County,Migori County,14136,7368,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
45,23099,St Akidiva Memorial Hospital,Waseweta ii Ward,Suna West Sub County,Migori County,14101,5206,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
46,23098,Pastor Machage Memorial Hospital,Oruba Ward,Suna West Sub County,Migori County,14014,7394,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
47,23097,Oruba dispensary,Oruba Ward,Suna West Sub County,Migori County,22093,13213,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
48,23096,Migori T T C Dispensary,Oruba Ward,Suna West Sub County,Migori County,13806,14677,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
49,23095,Ladopharma Medical Centre,Oruba Ward,Suna West Sub County,Migori County,18898,14718,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
50,23094,St Joseph Mission Hospital,Suna central Ward,Suna East Sub County,Migori County,14110,7450,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
51,23093,Ondong Dispensary,Suna central Ward,Suna East Sub County,Migori County,16277,5086,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
52,23092,Migori Health Station Clinic,Suna central Ward,Suna East Sub County,Migori County,17737,7468,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
53,23091,Migori County Referal Hospital,Suna central Ward,Suna East Sub County,Migori County,13805,2498,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
54,23090,Migori County Beyond Zero Clinic,Suna central Ward,Suna East Sub County,Migori County,21776,13104,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
55,23089,Midoti Dispensary,Suna central Ward,Suna East Sub County,Migori County,13804,3087,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
56,23088,GK Prison Dispensary (Migori),Suna central Ward,Suna East Sub County,Migori County,17728,14608,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
57,23087,Suna Rabuor Dispensary,Kwa Ward,Suna East Sub County,Migori County,14135,2523,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
58,23086,Ogwedhi Health Centre,Kwa Ward,Suna East Sub County,Migori County,13969,12407,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
59,23085,Saro Dispensary,Kakrao Ward,Suna East Sub County,Migori County,14069,3088,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
60,23084,Nyarongi Dispensary,Kakrao Ward,Suna East Sub County,Migori County,13940,7545,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
61,23083,Anjego Dispensary,Kakrao Ward,Suna East Sub County,Migori County,13480,14795,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
62,23082,Osingo Dispensary,God jope Ward,Suna East Sub County,Migori County,13996,7785,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
63,23081,God Jope Dispensary,God jope Ward,Suna East Sub County,Migori County,13582,2502,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
64,23080,Ongo Health Centre,South kamagambo Ward,Rongo Sub County,Migori County,13989,8379,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
65,23079,Kitere Dispensary,South kamagambo Ward,Rongo Sub County,Migori County,17341,1367,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
66,23078,Ndege Oriedo Dispensary,North kamagambo Ward,Rongo Sub County,Migori County,17345,5785,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
67,23077,Minyenya Dispensary,North kamagambo Ward,Rongo Sub County,Migori County,13809,8289,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
68,23076,Verna Health Centre,East kamagambo Ward,Rongo Sub County,Migori County,14166,2324,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
69,23075,Ngodhe Dispensary,East kamagambo Ward,Rongo Sub County,Migori County,13853,8279,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
70,23074,Ngere Dispensary,East kamagambo Ward,Rongo Sub County,Migori County,13850,2323,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
71,23073,Kochola Dispensary,East kamagambo Ward,Rongo Sub County,Migori County,20134,2322,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
72,23072,Kangeso Dispensary,East kamagambo Ward,Rongo Sub County,Migori County,22980,2061207,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
73,23071,Royal Nursing Home,Central Kamagambo Ward,Rongo Sub County,Migori County,14061,2402,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
74,23070,Rongo Sub County Hospital,Central Kamagambo Ward,Rongo Sub County,Migori County,14058,2367,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
75,23069,Rongo University College Clinic,South kamagambo Ward,Rongo Sub County,Migori County,20647,11452,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
76,23068,Hoplan Medical Center,South kamagambo Ward,Rongo Sub County,Migori County,23761,2085632,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
77,23067,Thim Lich Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,16278,2272,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
78,23066,Ndiwa Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13844,3140,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
79,23065,Lwanda Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13741,2221,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
80,23064,Kituka Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13706,7590,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
81,23063,Kabuto Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13639,2271,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
82,23062,Diruma Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,16268,2168,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
83,23061,Agenga Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,13467,10348,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
84,23060,Winjo Dispensary,Muhuru Ward,Nyatike Sub County,Migori County,14173,2286,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
85,23059,Muhuru Sub-County Hospital,Muhuru Ward,Nyatike Sub County,Migori County,13833,3106,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
86,23058,Mugabo Dispensary,Muhuru Ward,Nyatike Sub County,Migori County,16272,2248,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
87,23057,Mama Maria Clinic,Muhuru Ward,Nyatike Sub County,Migori County,13765,7451,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
88,23056,Kumoni Dispensary,Muhuru Ward,Nyatike Sub County,Migori County,16271,4907,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
89,23055,Wath Onger Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,14170,2222,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
90,23054,Ogongo Community Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,20960,2274,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
91,23053,Namba Kodero Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,16273,2273,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
92,23052,Macalder Sub-County Hospital,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,13745,14719,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
93,23051,Macalder Mission Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,13744,7592,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
94,23050,Kombato Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,16270,7591,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
95,23049,Kadem Tb & Leprosy Dispensary,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,13640,2185,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
96,23048,Riat Dispensary (Migori),Kanyasa Ward,Nyatike Sub County,Migori County,14047,1319,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
97,23047,Otati Dispensary,Kanyasa Ward,Nyatike Sub County,Migori County,13999,1313,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
98,23046,Obware Dispensary,Kanyasa Ward,Nyatike Sub County,Migori County,20568,1318,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
99,23045,Ng'Imalo Dispensary,Kanyasa Ward,Nyatike Sub County,Migori County,16274,9597,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
100,23044,Kipingi Dispensary,Kanyasa Ward,Nyatike Sub County,Migori County,16269,5087,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
101,23043,Olasi Dispensary,Kaler Ward,Nyatike Sub County,Migori County,13975,7165,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
102,23042,Ochuna Dispensary,Kaler Ward,Nyatike Sub County,Migori County,13959,7384,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
103,23041,Kanga Onditi Dispensary,Kaler Ward,Nyatike Sub County,Migori County,21395,1526,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
104,23040,Bande Dispensary,Kaler Ward,Nyatike Sub County,Migori County,13494,14701,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
105,23039,St Camillus Mission Hospital,Kachieng' Ward,Nyatike Sub County,Migori County,14103,2220,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
106,23038,Sori Lakeside Nursing and Maternity Home,Kachieng' Ward,Nyatike Sub County,Migori County,14098,7937,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
107,23037,Nyamanga Dispensary,Kachieng' Ward,Nyatike Sub County,Migori County,13896,2219,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
108,23036,Karungu Sub-County Hospital,Kachieng' Ward,Nyatike Sub County,Migori County,13656,8011,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
109,23035,Yago Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,16279,2142,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
110,23034,Othoch Rakuom Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,14001,7555,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
111,23033,Nyandago Koweru Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,13919,7518,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
112,23032,Nyakurungoto Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,16275,3089,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
113,23031,Matoso Health Clinic,Got kachola Ward,Nyatike Sub County,Migori County,13793,7589,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
114,23030,Got Kachola Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,19928,3776,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
115,23029,Aneko Dispensary,Got kachola Ward,Nyatike Sub County,Migori County,13478,5475,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
116,23028,Frontal Medical Clinic,Muhuru Ward,Nyatike Sub County,Migori County,23586,2161383,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
117,23027,Sori Lakeside Hospital Annex-Nyatike,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,23674,2161496,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
118,23026,Samjomen Nursing Home,Tagare Ward,Kuria West Sub County,Migori County,21427,289904,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
119,23025,Nyankore Health Center,Tagare Ward,Kuria West Sub County,Migori County,21101,9980,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
120,23024,Nyangoge Health Centre,Tagare Ward,Kuria West Sub County,Migori County,13927,7263,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
121,23023,Ngisiru Dispensary,Tagare Ward,Kuria West Sub County,Migori County,13851,11454,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
122,23022,Bugumbe Health Centre,Tagare Ward,Kuria West Sub County,Migori County,13517,10649,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
123,23021,Motemorabu Dispensary,NYANMOSENSE/KOMOSO Ward,Kuria West Sub County,Migori County,13824,7239,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
124,23020,Komosoko Dispensary,NYANMOSENSE/KOMOSO Ward,Kuria West Sub County,Migori County,13716,12980,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
125,23019,Isibania Mission Health Centre,NYANMOSENSE/KOMOSO Ward,Kuria West Sub County,Migori County,13624,3062,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
126,23018,Iraha Dispensary,NYANMOSENSE/KOMOSO Ward,Kuria West Sub County,Migori County,13619,7289,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
127,23017,Getongoroma Dispensary,NYANMOSENSE/KOMOSO Ward,Kuria West Sub County,Migori County,13569,14127,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
128,23016,Nyasese Dispensary,Mokerero Ward,Kuria West Sub County,Migori County,13941,7211,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
129,23015,Nyametaburo Health Centre,Mokerero Ward,Kuria West Sub County,Migori County,13909,7116,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
130,23014,Muchebe Dispensary,Mokerero Ward,Kuria West Sub County,Migori County,13830,7241,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
131,23013,Nyamekongoroto Health Centre,Masaba Ward,Kuria West Sub County,Migori County,13907,7315,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
132,23012,Mogori-Komasimo Health Centre,Masaba Ward,Kuria West Sub County,Migori County,16721,14158,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
133,23011,Masaba Health Centre,Masaba Ward,Kuria West Sub County,Migori County,13779,14217,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
134,23010,Kombe Dispensary,Masaba Ward,Kuria West Sub County,Migori County,13713,3086,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
135,23009,Kohanga Dispensary,Masaba Ward,Kuria West Sub County,Migori County,21102,3493,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
136,23008,Isibania Sub-District Hospital,Isibania Ward,Kuria West Sub County,Migori County,13625,13408,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
137,23007,Taranganya Dispensary,Bukira east Ward,Kuria West Sub County,Migori County,14144,10680,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
138,23006,St Kizito Health Centre,Bukira east Ward,Kuria West Sub County,Migori County,14114,3987,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
139,23005,Metropolitan Medical Clinic - Kehancha,Bukira east Ward,Kuria West Sub County,Migori County,20200,7237,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
140,23004,Kuria District Hospital,Bukira east Ward,Kuria West Sub County,Migori County,13726,14088,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
141,23003,Sigoti Health Centre,South east nyakach Ward,Nyakach Sub County,Kisumu County,14086,9337,2019Q3,"FPRH, MCH, Training",Afya Halisi,2081099
142,23002,Huduma Clinic,Bukira east Ward,Kuria West Sub County,Migori County,13610,7235,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
143,23001,Robarisia Dispensary,Bukira central/ikerege Ward,Kuria West Sub County,Migori County,21424,9000,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
144,23000,Nyabokarange Dispensary,Bukira central/ikerege Ward,Kuria West Sub County,Migori County,13862,14195,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
145,22999,Komomange Dispensary,Bukira central/ikerege Ward,Kuria West Sub County,Migori County,13715,13907,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
146,22998,Ladopharma Medical Center,Bukira east Ward,Kuria West Sub County,Migori County,20228,12308,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
147,22997,Ikerege Medical Centre,Bukira east Ward,Kuria West Sub County,Migori County,2351,2170740,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
148,22996,Nyaroha Dispensary,Nyabasi west Ward,Kuria East Sub County,Migori County,22121,3494,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
149,22995,Nyaitara Dispensary,Nyabasi west Ward,Kuria East Sub County,Migori County,16666,7238,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
150,22994,Mother Solbritt Health Centre,Nyabasi west Ward,Kuria East Sub County,Migori County,21467,5177,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
151,22993,Maeta Dispensary,Nyabasi west Ward,Kuria East Sub County,Migori County,22113,3460,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
152,22992,Komotobo Mission Health Centre,Nyabasi west Ward,Kuria East Sub County,Migori County,13717,3037,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
153,22991,Kemakoba Dispensary,Nyabasi west Ward,Kuria East Sub County,Migori County,20247,6803,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
154,22990,Kebaroti Dispensary,Nyabasi west Ward,Kuria East Sub County,Migori County,13659,12377,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
155,22989,Chinato Health Centre,Nyabasi west Ward,Kuria East Sub County,Migori County,13526,4808,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
156,22988,Nyamagongwi Dispensary,Nyabasi east Ward,Kuria East Sub County,Migori County,22110,3409,2019Q3,"FPRH, MCH,Nutrition, WASH, Training",Afya Halisi,2081099
